sample	submission date	publication date	last update	title	ids	attributes
SRS595879	2014-04-23T06:41:10.767	2014-04-24T00:44:06.597	2014-04-24T01:12:26.620	DH10 organoid AI91-24	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3 with AAVS1-lox-stop-loxRFP
SRS595880	2014-04-23T06:41:21.690	2014-04-24T00:44:06.767	2014-04-24T01:12:26.917	DH11 teratoma AI91-24	NA	source_name:differentiated human embryonic stem cells;organoid stage:teratoma;cell line:WIBR3 with AAVS1-lox-stop-loxRFP
SRS595881	2014-04-23T06:41:13.580	2014-04-24T00:44:06.683	2014-04-24T01:12:27.193	DH12 organoid AI92-25	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3 with AAVS1-lox-stop-loxRFP
SRS595882	2014-04-23T06:41:16.310	2014-04-24T00:44:06.710	2014-04-24T01:12:27.473	DH13 teratoma	NA	source_name:differentiated human embryonic stem cells;organoid stage:teratoma;cell line:WIBR3 with fused GFP+LGR5
SRS595883	2014-04-23T06:41:24.770	2014-04-24T00:44:06.793	2014-04-24T01:12:27.750	DH14 teratoma	NA	source_name:differentiated human embryonic stem cells;organoid stage:teratoma;cell line:WIBR3 with fused LGR5+GFP
SRS595884	2014-04-23T06:41:27.277	2014-04-24T00:44:06.820	2014-04-24T01:12:28.030	DH15 organoid 38-12C	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3
SRS595885	2014-04-23T06:41:18.927	2014-04-24T00:44:06.740	2014-04-24T01:12:28.310	DH16 organoid AI91-24	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3 with AAVS1-lox-stop-loxRFP
SRS595886	2014-04-23T06:41:36.210	2014-04-24T00:44:06.987	2014-04-24T01:12:28.590	DH18 organoid AI92-25	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3 with AAVS1-lox-stop-loxRFP
SRS595887	2014-04-23T06:41:29.770	2014-04-24T00:44:06.867	2014-04-24T01:12:28.870	DH1 organoid 38-23	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3 with fused GFP+LGR5
SRS595888	2014-04-23T06:42:29.380	2014-04-24T00:44:07.680	2014-04-24T01:12:29.227	DH24 background	NA	source_name:differentiated human embryonic stem cells;organoid stage:background contamination;cell line:AI91
SRS595889	2014-04-23T06:41:56.823	2014-04-24T00:44:07.230	2014-04-24T01:12:29.577	DH25 background	NA	source_name:differentiated human embryonic stem cells;organoid stage:background contamination;cell line:AI91
SRS595890	2014-04-23T06:42:05.140	2014-04-24T00:44:07.387	2014-04-24T01:12:29.880	DH29 differentiated N-termDENR	NA	source_name:differentiated human embryonic stem cells;organoid stage:differentiated organoid;cell line:WIBR3 with fused GFP+LGR5
SRS595891	2014-04-23T06:41:33.130	2014-04-24T00:44:06.900	2014-04-24T01:12:30.170	DH28 hES DAPT N-termDWENR	NA	source_name:human embryonic stem cells;organoid stage:human embryonic stem cells;cell line:WIBR3 with fused GFP+LGR5
SRS595892	2014-04-23T06:42:12.417	2014-04-24T00:44:07.467	2014-04-24T01:12:30.450	DH30 hES C-termWENR	NA	source_name:human embryonic stem cells;organoid stage:human embryonic stem cells;cell line:WIBR3 with fused GFP+LGR5
SRS595893	2014-04-23T06:41:39.307	2014-04-24T00:44:07.080	2014-04-24T01:12:30.747	DH31 hES DAPT C-termDWENR	NA	source_name:human embryonic stem cells;organoid stage:human embryonic stem cells;cell line:WIBR3 with fused GFP+LGR5
SRS595894	2014-04-23T06:42:00.037	2014-04-24T00:44:07.283	2014-04-24T01:12:31.060	DH32 differentiated C-termDENR	NA	source_name:differentiated human embryonic stem cells;organoid stage:differentiated organoid;cell line:WIBR3
SRS595895	2014-04-23T06:42:03.027	2014-04-24T00:44:07.340	2014-04-24T01:12:31.367	DH2 differentiated	NA	source_name:differentiated human embryonic stem cells;organoid stage:differentiated organoid;cell line:WIBR3
SRS595896	2014-04-23T06:42:09.050	2014-04-24T00:44:07.427	2014-04-24T01:12:31.647	DH3 hES N-termGFP	NA	source_name:human embryonic stem cells;organoid stage:human embryonic stem cells;cell line:WIBR3 with fused GFP+LGR5
SRS595897	2014-04-23T06:42:19.610	2014-04-24T00:44:07.553	2014-04-24T01:12:31.940	DH4 organoid 38-23	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3 with fused GFP+LGR5
SRS595898	2014-04-23T06:42:32.407	2014-04-24T00:44:07.760	2014-04-24T01:12:32.223	DH5 differentiated	NA	source_name:differentiated human embryonic stem cells;organoid stage:differentiated organoid;cell line:WIBR3 with fused GFP+LGR5
SRS595899	2014-04-23T06:42:16.140	2014-04-24T00:44:07.510	2014-04-24T01:12:32.503	DH6 hES C-termGFP	NA	source_name:human embryonic stem cells;organoid stage:human embryonic stem cells;cell line:WIBR3 with fused GFP+LGR5
SRS595900	2014-04-23T06:42:30.947	2014-04-24T00:44:07.720	2014-04-24T01:12:32.800	DH7 hES 38 nofusion	NA	source_name:human embryonic stem cells;organoid stage:human embryonic stem cells;cell line:WIBR3
SRS595901	2014-04-23T06:42:26.867	2014-04-24T00:44:07.633	2014-04-24T01:12:33.190	DH8 organoid 38-23	NA	source_name:differentiated human embryonic stem cells;organoid stage:organoid;cell line:WIBR3
SRS595902	2014-04-23T06:42:22.903	2014-04-24T00:44:07.593	2014-04-24T01:12:33.597	DH9 teratoma AI91	NA	source_name:differentiated human embryonic stem cells;organoid stage:teratoma;cell line:AI91
SRS596984	2014-04-23T17:21:17.373	2014-04-24T00:44:08.087	2014-04-24T01:16:40.030	Control_1	NA	source_name:HEK293T cells;expression construct:Halo;replicate:1
SRS596985	2014-04-23T17:21:23.097	2014-04-24T00:44:08.177	2014-04-24T01:16:40.317	Control_2	NA	source_name:HEK293T cells;expression construct:Halo;replicate:2
SRS596986	2014-04-23T17:21:09.097	2014-04-24T00:44:07.963	2014-04-24T01:16:40.620	Control_3	NA	source_name:HEK293T cells;expression construct:Halo;replicate:3
SRS596987	2014-04-23T17:21:28.760	2014-04-24T00:44:08.260	2014-04-24T01:16:40.963	RelA_1	NA	source_name:HEK293T cells;expression construct:Halo-RelA;replicate:1
SRS596988	2014-04-23T17:21:20.050	2014-04-24T00:44:08.127	2014-04-24T01:16:41.227	RelA_2	NA	source_name:HEK293T cells;expression construct:Halo-RelA;replicate:2
SRS596989	2014-04-23T17:21:11.817	2014-04-24T00:44:08.010	2014-04-24T01:16:41.487	RelA_3	NA	source_name:HEK293T cells;expression construct:Halo-RelA;replicate:3
SRS596990	2014-04-23T17:21:14.740	2014-04-24T00:44:08.050	2014-04-24T01:16:41.803	NFkB1_1	NA	source_name:HEK293T cells;expression construct:Halo-NfkB1;replicate:1
SRS596991	2014-04-23T17:21:39.247	2014-04-24T00:44:08.303	2014-04-24T01:16:42.120	NFkB1_2	NA	source_name:HEK293T cells;expression construct:Halo-NfkB1;replicate:2
SRS596992	2014-04-23T17:21:25.840	2014-04-24T00:44:08.217	2014-04-24T01:16:42.417	NFkB1_3	NA	source_name:HEK293T cells;expression construct:Halo-NfkB1;replicate:3
SRS598091	2014-04-26T07:02:27.747	2014-04-26T07:02:27.747	2014-04-26T07:06:12.923	HEK293 cell lines	HEK293_S218	isolate:culture cell;age:NA;biomaterial_provider:NA;sex:not determined;tissue:NA
SRS598094	2014-04-26T12:06:39.257	2014-05-10T01:07:20.530	2014-05-10T01:12:19.240	NT-1	NA	source_name:Human cervical cancer;cell line:HeLa;time:control;treatment:untreated
SRS598095	2014-04-26T12:06:20.523	2014-05-10T01:07:29.760	2014-05-10T01:12:19.717	NT-2	NA	source_name:Human cervical cancer;cell line:HeLa;time:control;treatment:untreated
SRS598096	2014-04-26T12:06:15.100	2014-05-10T01:07:26.983	2014-05-10T01:12:20.550	NT-3	NA	source_name:Human cervical cancer;cell line:HeLa;time:control;treatment:untreated
SRS598097	2014-04-26T12:06:30.957	2014-05-10T01:07:35.930	2014-05-10T01:12:21.200	NT-4	NA	source_name:Human cervical cancer;cell line:HeLa;time:control;treatment:untreated
SRS598098	2014-04-26T12:06:17.837	2014-05-10T01:07:33.287	2014-05-10T01:12:21.467	0min-1	NA	source_name:Human cervical cancer;cell line:HeLa;time:0 min;treatment:3 h DRB 0 min 4sU
SRS598099	2014-04-26T12:06:23.253	2014-05-10T01:07:38.477	2014-05-10T01:12:21.777	0min-2	NA	source_name:Human cervical cancer;cell line:HeLa;time:0 min;treatment:3 h DRB 0 min 4sU
SRS598100	2014-04-26T12:06:36.483	2014-05-10T01:07:51.373	2014-05-10T01:12:22.050	0min-3	NA	source_name:Human cervical cancer;cell line:HeLa;time:0 min;treatment:3 h DRB 0 min 4sU
SRS598101	2014-04-26T12:06:28.340	2014-05-10T01:07:53.790	2014-05-10T01:12:22.313	0min-4	NA	source_name:Human cervical cancer;cell line:HeLa;time:0 min;treatment:3 h DRB 0 min 4sU
SRS598102	2014-04-26T12:06:25.847	2014-05-10T01:07:41.510	2014-05-10T01:12:22.863	4min-1	NA	source_name:Human cervical cancer;cell line:HeLa;time:4 min;treatment:3 h DRB 4 min 4sU
SRS598103	2014-04-26T12:06:41.823	2014-05-10T01:07:48.970	2014-05-10T01:12:23.243	4min-2	NA	source_name:Human cervical cancer;cell line:HeLa;time:4 min;treatment:3 h DRB 4 min 4sU
SRS598104	2014-04-26T12:06:33.800	2014-05-10T01:07:46.390	2014-05-10T01:12:23.517	8min-1	NA	source_name:Human cervical cancer;cell line:HeLa;time:8 min;treatment:3 h DRB 8 min 4sU
SRS598105	2014-04-26T12:06:50.707	2014-05-10T01:16:59.353	2014-05-10T01:20:16.727	8min-2	NA	source_name:Human cervical cancer;cell line:HeLa;time:8 min;treatment:3 h DRB 8 min 4sU
SRS598106	2014-04-26T12:06:44.600	2014-05-10T01:17:01.673	2014-05-10T01:20:17.050	8min-3	NA	source_name:Human cervical cancer;cell line:HeLa;time:8 min;treatment:3 h DRB 8 min 4sU
SRS598107	2014-04-26T12:06:47.337	2014-05-10T01:17:04.157	2014-05-10T01:20:17.393	8min-4	NA	source_name:Human cervical cancer;cell line:HeLa;time:8 min;treatment:3 h DRB 8 min 4sU
SRS598159	2014-04-28T08:19:12.223	2014-05-20T01:33:14.627	2014-05-20T01:39:14.820	Sperm_RNAseq_Donor1	NA	source_name:Sperm_RNAseq;donor:adult donor 1;tissue:sperm
SRS598160	2014-04-28T08:14:11.843	2014-05-20T01:33:20.197	2014-05-20T01:39:15.893	Sperm_RNAseq_Donor2	NA	source_name:Sperm_RNAseq;donor:adult donor 2;tissue:sperm
SRS599077	2014-04-30T07:56:23.033	2014-10-30T01:28:30.180	2014-10-30T01:31:20.077	12-91 positive	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 positive
SRS599078	2014-04-30T07:56:24.370	2014-10-30T01:22:52.670	2014-10-30T01:26:25.020	12-91 negative	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 negative
SRS599079	2014-04-30T07:56:21.073	2014-10-30T01:26:07.133	2014-10-30T01:31:20.357	12-99 positive	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 positive
SRS599080	2014-04-30T07:56:30.117	2014-10-30T01:23:22.710	2014-10-30T01:26:25.310	12-99 negative	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 negative
SRS599081	2014-04-30T07:56:31.387	2014-10-30T01:32:22.537	2014-10-30T01:35:22.900	12-101 positive	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 positive
SRS599082	2014-04-30T07:56:27.387	2014-10-30T01:25:31.077	2014-10-30T01:31:20.673	12-101 negative	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 negative
SRS599083	2014-04-30T07:56:28.757	2014-10-30T01:24:02.010	2014-10-30T01:26:25.637	12-106 positive	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 positive
SRS599084	2014-04-30T07:56:32.760	2014-10-30T01:24:04.833	2014-10-30T01:26:25.953	12-106 negative	NA	source_name:Endometrial Stromal Cell;cell type:Endometrial Stromal Cell;culture progenitor w5c5 status:W5C5 negative
SRS599763	2014-05-01T10:01:24.237	2014-07-23T01:24:40.920	2014-07-23T01:30:52.037	R-PHH-DMSO	NA	source_name:primary human hepatocytes;tissue:Liver
SRS599764	2014-05-01T10:01:22.217	2014-07-23T01:24:44.157	2014-07-23T01:30:52.817	R-PHH-GW4064	NA	source_name:primary human hepatocytes;tissue:Liver
SRS600183	2014-05-01T02:55:17.900	2014-08-01T00:44:34.220	2014-08-01T01:38:17.317	1221 cell line	NA	source_name:1221;cell line:1221;cell type:NUT-variant NUT Midline Carcinoma;gender:Female
SRS600313	2014-05-02T11:41:18.273	2014-07-09T01:14:06.317	2015-02-12T02:21:00.690	Sample12_NT1_2	NA	source_name:Nuclear Transfer Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Nuclear Transfer Derived
SRS600314	2014-05-02T11:41:21.057	2014-07-09T01:14:15.607	2015-02-12T02:20:55.917	Sample13_NT2_2	NA	source_name:Nuclear Transfer Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Nuclear Transfer Derived
SRS600315	2014-05-02T11:41:19.723	2014-07-09T01:14:22.777	2014-07-09T01:19:16.863	Sample14_NT3_2	NA	source_name:Nuclear Transfer Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Nuclear Transfer Derived
SRS600316	2014-05-02T11:41:15.557	2014-07-09T01:14:29.770	2014-07-09T01:19:17.163	Sample15_NT4_2	NA	source_name:Nuclear Transfer Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Nuclear Transfer Derived
SRS600317	2014-05-02T11:41:16.887	2014-07-09T01:14:36.677	2014-09-13T01:22:13.773	Sample16_hESO7_2	NA	source_name:Human Embryonic Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:IVF Derived
SRS600318	2014-05-02T11:41:25.150	2014-07-09T01:14:42.417	2014-09-13T01:22:14.057	Sample17_hESO8_2	NA	source_name:Human Embryonic Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:IVF Derived
SRS600319	2014-05-02T11:41:22.353	2014-07-09T01:14:51.943	2014-07-09T01:19:17.990	Sample18_iPS-R1_2	NA	source_name:induced Pluripotent Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Retro-Virus Derived
SRS600320	2014-05-02T11:41:32.973	2014-07-09T01:14:57.127	2014-07-09T01:19:18.393	Sample19_iPS-R2_2	NA	source_name:induced Pluripotent Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Retro-Virus Derived
SRS600321	2014-05-02T11:41:26.420	2014-07-09T01:15:04.403	2014-07-09T01:19:18.720	Sample20_iPS-S1_2	NA	source_name:induced Pluripotent Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Sendai-Virus Derived
SRS600322	2014-05-02T11:41:23.673	2014-07-09T01:15:12.250	2014-07-09T01:19:19.120	Sample21_iPS-S2_2	NA	source_name:induced Pluripotent Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Sendai-Virus Derived
SRS600323	2014-05-02T11:41:31.053	2014-07-09T01:15:24.263	2014-07-09T01:19:19.420	Sample22_iPS-S3_1	NA	source_name:induced Pluripotent Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Sendai-Virus Derived
SRS600324	2014-05-02T11:41:27.743	2014-07-09T01:15:34.313	2014-07-09T01:19:19.773	Sample23_iPS-S3_2	NA	source_name:induced Pluripotent Stem Cell;cell type:Human Pluripotent Stem Cell;cell line:Sendai-Virus Derived
SRS600325	2014-05-02T11:41:29.730	2014-07-09T01:15:46.210	2014-07-09T01:19:20.113	Sample24_HDF_2	NA	source_name:Human Dermal Fibroblast;cell type:Fibroblast;cell line:Tissue
SRS603194	2014-04-22T17:28:44.407	2014-08-02T00:44:06.583	2014-08-02T00:44:06.583	Human sample from Homo sapiens	2338_1	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 1
SRS603195	2014-04-22T17:28:45.247	2014-08-02T00:44:07.100	2014-08-02T00:44:07.100	Human sample from Homo sapiens	2338_10	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 10
SRS603196	2014-04-22T17:28:45.343	2014-08-02T00:44:07.150	2014-08-02T00:44:07.150	Human sample from Homo sapiens	2338_11	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 11
SRS603197	2014-04-22T17:28:45.433	2014-08-02T00:44:07.200	2014-08-02T00:44:07.200	Human sample from Homo sapiens	2338_12	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 12
SRS603198	2014-04-22T17:28:45.500	2014-08-02T00:44:07.247	2014-08-02T00:44:07.247	Human sample from Homo sapiens	2338_13	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 13
SRS603199	2014-04-22T17:28:45.580	2014-08-02T00:44:07.287	2014-08-02T00:44:07.287	Human sample from Homo sapiens	2338_14	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 14
SRS603200	2014-04-22T17:28:45.663	2014-08-02T00:44:07.327	2014-08-02T00:44:07.327	Human sample from Homo sapiens	2338_15	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 15
SRS603201	2014-04-22T17:28:45.730	2014-08-02T00:44:07.380	2014-08-02T00:44:07.380	Human sample from Homo sapiens	2338_16	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 16
SRS603202	2014-04-22T17:28:45.803	2014-08-02T00:44:07.433	2014-08-02T00:44:07.433	Human sample from Homo sapiens	2338_17	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 17
SRS603203	2014-04-22T17:28:45.870	2014-08-02T00:44:07.480	2014-08-02T00:44:07.480	Human sample from Homo sapiens	2338_18	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 18
SRS603204	2014-04-22T17:28:45.930	2014-08-02T00:44:07.527	2014-08-02T00:44:07.527	Human sample from Homo sapiens	2338_19	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 19
SRS603205	2014-04-22T17:28:44.697	2014-08-02T00:44:06.693	2014-08-02T00:44:06.693	Human sample from Homo sapiens	2338_2	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 2
SRS603206	2014-04-22T17:28:45.993	2014-08-02T00:44:07.570	2014-08-02T00:44:07.570	Human sample from Homo sapiens	2338_20	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 20
SRS603207	2014-04-22T17:28:46.057	2014-08-02T00:44:07.613	2014-08-02T00:44:07.613	Human sample from Homo sapiens	2338_21	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 21
SRS603208	2014-04-22T17:28:46.150	2014-08-02T00:44:07.650	2014-08-02T00:44:07.650	Human sample from Homo sapiens	2338_22	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 22
SRS603209	2014-04-22T17:28:44.753	2014-08-02T00:44:06.767	2014-08-02T00:44:06.767	Human sample from Homo sapiens	2338_3	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 3
SRS603210	2014-04-22T17:28:44.817	2014-08-02T00:44:06.810	2014-08-02T00:44:06.810	Human sample from Homo sapiens	2338_4	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 4
SRS603211	2014-04-22T17:28:44.887	2014-08-02T00:44:06.857	2014-08-02T00:44:06.857	Human sample from Homo sapiens	2338_5	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 5
SRS603212	2014-04-22T17:28:44.947	2014-08-02T00:44:06.910	2014-08-02T00:44:06.910	Human sample from Homo sapiens	2338_6	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 6
SRS603213	2014-04-22T17:28:45.023	2014-08-02T00:44:06.953	2014-08-02T00:44:06.953	Human sample from Homo sapiens	2338_7	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 7
SRS603214	2014-04-22T17:28:45.107	2014-08-02T00:44:07.003	2014-08-02T00:44:07.003	Human sample from Homo sapiens	2338_8	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 8
SRS603215	2014-04-22T17:28:45.180	2014-08-02T00:44:07.047	2014-08-02T00:44:07.047	Human sample from Homo sapiens	2338_9	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:mammary gland; breast/duct;cell_line:HCC1954 (ATCC CRL-2338);disease:TNM stage IIA, grade 3, ductal carcinoma;disease_stage:IIA, grade 3;population:2338 single cell of 9
SRS603216	2014-04-22T17:28:46.227	2014-08-02T00:44:07.690	2014-08-02T00:44:07.690	Human sample from Homo sapiens	2339_1	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 1
SRS603217	2014-04-22T17:28:46.983	2014-08-02T00:44:08.090	2014-08-02T00:44:08.090	Human sample from Homo sapiens	2339_10	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 10
SRS603218	2014-04-22T17:28:47.040	2014-08-02T00:44:08.143	2014-08-02T00:44:08.143	Human sample from Homo sapiens	2339_11	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 11
SRS603219	2014-04-22T17:28:47.097	2014-08-02T00:44:08.183	2014-08-02T00:44:08.183	Human sample from Homo sapiens	2339_12	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 12
SRS603220	2014-04-22T17:28:47.153	2014-08-02T00:44:08.230	2014-08-02T00:44:08.230	Human sample from Homo sapiens	2339_13	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 13
SRS603221	2014-04-22T17:28:47.210	2014-08-02T00:44:08.270	2014-08-02T00:44:08.270	Human sample from Homo sapiens	2339_14	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 14
SRS603222	2014-04-22T17:28:47.267	2014-08-02T00:44:08.313	2014-08-02T00:44:08.313	Human sample from Homo sapiens	2339_15	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 15
SRS603223	2014-04-22T17:28:47.330	2014-08-02T00:44:08.360	2014-08-02T00:44:08.360	Human sample from Homo sapiens	2339_16	isolate:N/A;age:61;biomaterial_provider:ATCC;sex:female;tissue:peripheral blood;cell_line:HCC1954 BL (ATCC CRL-2339);disease:normal blood;health_state:cell line derived from patient with stage IIA, grade 3, primary ductal carcinoma of the breast (same patient as HCC1954);population:2339 single cell of 16
