run,release_date,mbytes,library_layout,platform,tissue,celltype,readlen,srx,id,study
SRR1003768,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),2677,Single,ILLUMINA,colon,hct,51,SRX360957,11573,GSM1241150: Single Cell Ovation-Nextera 4; Homo sapiens; RNA-Seq
SRR1003767,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),3481,Single,ILLUMINA,colon,hct,51,SRX360956,6942,GSM1241149: Single Cell Ovation-Nextera 3; Homo sapiens; RNA-Seq
SRR1003766,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),1387,Single,ILLUMINA,colon,hct,51,SRX360955,18389,GSM1241148: Single Cell Ovation-Nextera 2; Homo sapiens; RNA-Seq
SRR1003765,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),1600,Single,ILLUMINA,colon,hct,51,SRX360954,17394,GSM1241147: Single Cell Ovation-Nextera 1; Homo sapiens; RNA-Seq
SRR1003764,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),1588,Single,ILLUMINA,colon,hct,51,SRX360953,17439,GSM1241146: Single Cell TransPlex 3; Homo sapiens; RNA-Seq
SRR1003763,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),1803,Single,ILLUMINA,colon,hct,51,SRX360952,16625,GSM1241145: Single Cell TransPlex 2; Homo sapiens; RNA-Seq
SRR1003762,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),1618,Single,ILLUMINA,colon,hct,51,SRX360951,17317,GSM1241144: Single Cell TransPlex 1; Homo sapiens; RNA-Seq
SRR1003761,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),888,Single,ILLUMINA,colon,hct,51,SRX360950,21314,GSM1241143: Single Cell SMARTer 3; Homo sapiens; RNA-Seq
SRR1003760,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),809,Single,ILLUMINA,colon,hct,51,SRX360949,21971,GSM1241142: Single Cell SMARTer 2; Homo sapiens; RNA-Seq
SRR1003759,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),2971,Single,ILLUMINA,colon,hct,51,SRX360948,9586,GSM1241141: Single Cell SMARTer 1; Homo sapiens; RNA-Seq
SRR1003758,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),4292,Paired,ILLUMINA,colon,hct,202,SRX360947,4305,GSM1241140: Bulk RNA SMARTer 2; Homo sapiens; RNA-Seq
SRR1003757,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),4897,Paired,ILLUMINA,colon,hct,202,SRX360946,3245,GSM1241139: Bulk RNA SMARTer 1; Homo sapiens; RNA-Seq
SRR1003756,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),3765,Paired,ILLUMINA,colon,hct,202,SRX360945,5775,GSM1241138: Bulk RNA Superscript 2; Homo sapiens; RNA-Seq
SRR1003755,Mon Oct 21 2013 10:06:08 GMT-0400 (EDT),4065,Paired,ILLUMINA,colon,hct,202,SRX360944,4858,GSM1241137: Bulk RNA Superscript 1; Homo sapiens; RNA-Seq
SRR1003003,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),2163,Single,ILLUMINA,brain,sk,51,SRX360462,14868,GSM1240660: dbl KO (clone #61, set 2); Homo sapiens; RNA-Seq
SRR1003002,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),2140,Single,ILLUMINA,brain,sk,51,SRX360461,15003,GSM1240659: 200c KO (clone #29, set 2); Homo sapiens; RNA-Seq
SRR1003001,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),2403,Single,ILLUMINA,brain,sk,51,SRX360460,13455,GSM1240658: 141 KO (clone #10, set 2); Homo sapiens; RNA-Seq
SRR1003000,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),2084,Single,ILLUMINA,brain,sk,51,SRX360459,15319,GSM1240657: WT cells (set 2); Homo sapiens; RNA-Seq
SRR1002999,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),548,Single,ILLUMINA,brain,sk,51,SRX360458,24635,GSM1240656: dbl KO (clone #55, set 1); Homo sapiens; RNA-Seq
SRR1002998,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),1125,Single,ILLUMINA,brain,sk,51,SRX360457,19872,GSM1240655: 200c KO (clone #11, set 1); Homo sapiens; RNA-Seq
SRR1002997,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),972,Single,ILLUMINA,brain,sk,51,SRX360456,20718,GSM1240654: 141 KO (clone #23, set 1); Homo sapiens; RNA-Seq
SRR1002996,Mon Sep 30 2013 10:07:20 GMT-0400 (EDT),964,Single,ILLUMINA,brain,sk,51,SRX360455,20766,GSM1240653: WT cells (set 1); Homo sapiens; RNA-Seq
SRR1002954,Mon Sep 30 2013 16:07:21 GMT-0400 (EDT),60,Single,HELICOS,cervix,hela,34,SRX360419,34962,GSM1239824: direct RNA sequencing (DRS) of CstF64tau-RNAi cells; Homo sapiens; RNA-Seq
SRR1002953,Mon Sep 30 2013 16:07:21 GMT-0400 (EDT),4701,Single,ILLUMINA,cervix,hela,42,SRX360418,3534,GSM1239823: CstF64-tau iCLIP-seq; Homo sapiens; OTHER
SRR100289,Wed Apr 06 2011 03:26:04 GMT-0400 (EDT),996,Single,ABI_SOLID,blood,k562,35,SRX042348,20574,GSM672835: Gingeras_K562_cytosol_longPolyA_2
SRR1002101,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1757,Paired,ILLUMINA,breast,esc,100,SRX359605,16829,GSM1239144: FROZ_TruSeq_MCJBCR028; Homo sapiens; RNA-Seq
SRR1002100,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1762,Paired,ILLUMINA,breast,esc,100,SRX359604,16811,GSM1239143: FROZ_TruSeq_BRB277; Homo sapiens; RNA-Seq
SRR1002099,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1721,Paired,ILLUMINA,breast,esc,100,SRX359603,16953,GSM1239142: FROZ_TruSeq_BRB248; Homo sapiens; RNA-Seq
SRR1002098,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1713,Paired,ILLUMINA,breast,esc,100,SRX359602,16982,GSM1239141: FROZ_TruSeq_BRB215; Homo sapiens; RNA-Seq
SRR1002097,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1774,Paired,ILLUMINA,breast,esc,100,SRX359601,16754,GSM1239140: FROZ_TruSeq_BRB212; Homo sapiens; RNA-Seq
SRR1002096,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1737,Paired,ILLUMINA,breast,esc,100,SRX359600,16907,GSM1239139: FROZ_TruSeq_BRB157; Homo sapiens; RNA-Seq
SRR1002095,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1771,Paired,ILLUMINA,breast,esc,100,SRX359599,16773,GSM1239138: FROZ_TruSeq_BRB147; Homo sapiens; RNA-Seq
SRR1002094,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1748,Paired,ILLUMINA,breast,esc,100,SRX359598,16869,GSM1239137: FROZ_TruSeq_BRB144; Homo sapiens; RNA-Seq
SRR1002093,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1770,Paired,ILLUMINA,breast,esc,100,SRX359597,16777,GSM1239136: FROZ_TruSeq_BRB123; Homo sapiens; RNA-Seq
SRR1002092,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1599,Paired,ILLUMINA,breast,esc,100,SRX359596,17398,GSM1239135: FROZ_ScriptSeq_MCJBCR028; Homo sapiens; RNA-Seq
SRR1002091,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1631,Paired,ILLUMINA,breast,esc,100,SRX359595,17270,GSM1239134: FROZ_ScriptSeq_BRB277; Homo sapiens; RNA-Seq
SRR1002090,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1625,Paired,ILLUMINA,breast,esc,100,SRX359594,17288,GSM1239133: FROZ_ScriptSeq_BRB248; Homo sapiens; RNA-Seq
SRR1002089,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1603,Paired,ILLUMINA,breast,esc,100,SRX359593,17382,GSM1239132: FROZ_ScriptSeq_BRB215; Homo sapiens; RNA-Seq
SRR1002088,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1587,Paired,ILLUMINA,breast,esc,100,SRX359592,17446,GSM1239131: FROZ_ScriptSeq_BRB212; Homo sapiens; RNA-Seq
SRR1002087,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1590,Paired,ILLUMINA,breast,esc,100,SRX359591,17429,GSM1239130: FROZ_ScriptSeq_BRB157; Homo sapiens; RNA-Seq
SRR1002086,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1577,Paired,ILLUMINA,breast,esc,100,SRX359590,17481,GSM1239129: FROZ_ScriptSeq_BRB147; Homo sapiens; RNA-Seq
SRR1002085,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1568,Paired,ILLUMINA,breast,esc,100,SRX359589,17514,GSM1239128: FROZ_ScriptSeq_BRB144; Homo sapiens; RNA-Seq
SRR1002084,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1576,Paired,ILLUMINA,breast,esc,100,SRX359588,17485,GSM1239127: FROZ_ScriptSeq_BRB123; Homo sapiens; RNA-Seq
SRR1002083,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1607,Paired,ILLUMINA,breast,esc,100,SRX359587,17369,GSM1239126: FFPE_ScriptSeq_MCJBCR028; Homo sapiens; RNA-Seq
SRR1002082,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1692,Paired,ILLUMINA,breast,esc,100,SRX359586,17052,GSM1239125: FFPE_ScriptSeq_BRB277; Homo sapiens; RNA-Seq
SRR1002081,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1690,Paired,ILLUMINA,breast,esc,100,SRX359585,17060,GSM1239124: FFPE_ScriptSeq_BRB248; Homo sapiens; RNA-Seq
SRR1002080,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1663,Paired,ILLUMINA,breast,esc,100,SRX359584,17158,GSM1239123: FFPE_ScriptSeq_BRB215; Homo sapiens; RNA-Seq
SRR1002079,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1651,Paired,ILLUMINA,breast,esc,100,SRX359583,17199,GSM1239122: FFPE_ScriptSeq_BRB212; Homo sapiens; RNA-Seq
SRR1002078,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1677,Paired,ILLUMINA,breast,esc,100,SRX359582,17114,GSM1239121: FFPE_ScriptSeq_BRB157; Homo sapiens; RNA-Seq
SRR1002077,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1625,Paired,ILLUMINA,breast,esc,100,SRX359581,17287,GSM1239120: FFPE_ScriptSeq_BRB147; Homo sapiens; RNA-Seq
SRR1002076,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1623,Paired,ILLUMINA,breast,esc,100,SRX359580,17302,GSM1239119: FFPE_ScriptSeq_BRB144; Homo sapiens; RNA-Seq
SRR1002075,Fri Dec 06 2013 09:30:02 GMT-0500 (EST),1633,Paired,ILLUMINA,breast,esc,100,SRX359579,17258,GSM1239118: FFPE_ScriptSeq_BRB123; Homo sapiens; RNA-Seq
SRR100174,Mon Feb 14 2011 13:14:52 GMT-0500 (EST),1545,Single,ILLUMINA,stem cell,esc,75,SRX042195,17596,GSM672836: Gingeras_H1-hESC_cell_longPolyA_1
SRR100173,Tue Feb 15 2011 14:16:29 GMT-0500 (EST),1634,Single,ILLUMINA,blood,k562,50,SRX042194,17253,GSM672833: Gingeras_K562_cytosol_longPolyA_1
SRR099551,Sun May 01 2011 00:00:00 GMT-0400 (EDT),2,Single,LS454,blood,other,191,SRX041467,37955,3 month after HSCT
SRR099376,Fri Apr 01 2011 09:38:03 GMT-0400 (EDT),789,Single,HELICOS,heart,esc,36,SRX038454,22156,SMS_RWPE
SRR099375,Fri Apr 01 2011 09:38:03 GMT-0400 (EDT),153,Single,HELICOS,prostate,lncap,35,SRX038455,31360,SMS_LnCaP-48h
SRR099374,Fri Apr 01 2011 09:38:03 GMT-0400 (EDT),244,Single,HELICOS,prostate,lncap,36,SRX038468,29211,SMS_LnCaP-24h
SRR099373,Fri Apr 01 2011 09:38:03 GMT-0400 (EDT),157,Single,HELICOS,prostate,lncap,35,SRX038453,31222,LnCaP-0h_SMS
SRR099372,Thu Mar 31 2011 13:57:08 GMT-0400 (EDT),131,Single,HELICOS,heart,esc,35,SRX038459,32019,SMS_VCaP-48h
SRR099371,Fri Apr 01 2011 09:38:03 GMT-0400 (EDT),219,Single,HELICOS,heart,esc,36,SRX038460,29745,SMS_VCaP-24h
SRR099319,Fri Apr 01 2011 09:38:03 GMT-0400 (EDT),199,Single,HELICOS,heart,esc,36,SRX038462,30148,SMS_VCaP-0h
SRR099318,Fri Apr 01 2011 09:38:03 GMT-0400 (EDT),787,Single,HELICOS,heart,esc,36,SRX038463,22169,SMS_DU145
SRR099317,Fri Apr 01 2011 09:37:03 GMT-0400 (EDT),769,Single,HELICOS,heart,esc,36,SRX038464,22353,SMS_VCaP
SRR099206,Sun May 01 2011 00:00:00 GMT-0400 (EDT),2,Single,LS454,blood,other,187,SRX041466,37956,Before HSCT
SRR097793,Tue Mar 29 2011 13:22:05 GMT-0400 (EDT),1669,Paired,ILLUMINA,breast,esc,100,SRX040508,17142,GSM665134: ZR751_mRNA
SRR097792,Tue Mar 29 2011 13:24:05 GMT-0400 (EDT),1741,Paired,ILLUMINA,breast,esc,100,SRX040507,16890,GSM665133: T47D_mRNA
SRR097791,Tue Mar 29 2011 13:40:02 GMT-0400 (EDT),2022,Paired,ILLUMINA,breast,esc,100,SRX040506,15629,GSM665132: MDAMB468_mRNA
SRR097790,Tue Mar 29 2011 14:12:08 GMT-0400 (EDT),1725,Paired,ILLUMINA,breast,esc,100,SRX040505,16940,GSM665131: MDAMB231_mRNA
SRR097789,Tue Mar 29 2011 13:58:32 GMT-0400 (EDT),1779,Paired,ILLUMINA,breast,esc,100,SRX040504,16731,GSM665130: MCF7_mRNA
SRR097788,Tue Mar 29 2011 13:26:06 GMT-0400 (EDT),1853,Paired,ILLUMINA,breast,mcf,100,SRX040503,16369,GSM665129: MCF10A_mRNA
SRR097787,Tue Mar 29 2011 13:38:05 GMT-0400 (EDT),2042,Paired,ILLUMINA,breast,esc,100,SRX040502,15530,GSM665128: BT474_mRNA
SRR097786,Tue Mar 29 2011 13:41:07 GMT-0400 (EDT),2027,Paired,ILLUMINA,breast,esc,100,SRX040501,15603,GSM665127: BT20_mRNA
SRR096831,Thu Dec 22 2011 00:00:00 GMT-0500 (EST),3898,Single,ABI_SOLID,cervix,hela,50,SRX036576,5349,RNA methylation study in human HeLa cells
SRR096521,Mon Jan 31 2011 15:29:31 GMT-0500 (EST),181,Single,ILLUMINA,tonsil,other,36,SRX015684,30554,GSM497065: EBV activated B cell line (EBV159)
SRR095854,Thu Jul 07 2011 07:35:52 GMT-0400 (EDT),370,Single,ILLUMINA,brain,esc,75,SRX039177,27164,mature miRNA sequencing of human brain using PCR-based barcodes
SRR094992,Fri May 02 2014 09:51:03 GMT-0400 (EDT),2766,Single,ABI_SOLID,stem cell,esc,50,SRX039136,10966,GSM659442: Day8
SRR094991,Fri May 02 2014 09:51:03 GMT-0400 (EDT),2615,Single,ABI_SOLID,stem cell,esc,50,SRX039135,11992,GSM659441: Day6
SRR094990,Fri May 02 2014 09:51:03 GMT-0400 (EDT),2549,Single,ABI_SOLID,stem cell,esc,50,SRX039134,12433,GSM659440: Day4
SRR094989,Fri May 02 2014 09:51:03 GMT-0400 (EDT),2713,Single,ABI_SOLID,stem cell,esc,50,SRX039133,11324,GSM659439: Day2
SRR094988,Fri May 02 2014 09:51:03 GMT-0400 (EDT),2700,Single,ABI_SOLID,stem cell,esc,50,SRX039132,11403,GSM659438: Day0
SRR094947,Mon Jan 31 2011 14:43:53 GMT-0500 (EST),751,Single,ILLUMINA,muscle,skeletal,60,SRX035967,22530,GSM641425: muscle4
SRR094946,Mon Jan 31 2011 14:43:53 GMT-0500 (EST),766,Single,ILLUMINA,muscle,skeletal,60,SRX035967,22384,GSM641425: muscle4
SRR094918,Thu Mar 08 2012 08:22:10 GMT-0500 (EST),949,Single,ILLUMINA,stem cell,esc,76,SRX037079,20845,GSM644996: mRNA_seq
SRR094913,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),443,Single,ILLUMINA,epithelium,esc,43,SRX039017,26154,RNA-Seq_S-4D
SRR094912,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),333,Single,ILLUMINA,epithelium,esc,43,SRX039018,27682,RNA-Seq_S-4A
SRR094911,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),376,Single,ILLUMINA,epithelium,esc,43,SRX039016,27081,RNA-Seq_S-3D
SRR094910,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),312,Single,ILLUMINA,epithelium,esc,43,SRX039015,27986,RNA-Seq_S-2D
SRR094909,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),360,Single,ILLUMINA,epithelium,esc,43,SRX039014,27297,RNA-Seq_S-2B
SRR094908,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),379,Single,ILLUMINA,epithelium,esc,43,SRX039013,27048,RNA-Seq_S-1B
SRR094907,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),402,Single,ILLUMINA,epithelium,esc,43,SRX039012,26745,RNA-Seq_NS-6I
SRR094906,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),455,Single,ILLUMINA,epithelium,esc,43,SRX039011,25988,RNA-Seq_NS-5D
SRR094903,Mon Mar 28 2011 18:10:43 GMT-0400 (EDT),1983,Single,ILLUMINA,heart,esc,38,SRX039005,15841,AS_DU145_2
SRR094864,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),431,Single,ILLUMINA,epithelium,esc,43,SRX038966,26335,RNA-Seq_SAE-NS-5A
SRR094863,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),413,Single,ILLUMINA,epithelium,esc,43,SRX038964,26604,RNA-Seq_SAE-NS-3B
SRR094862,Fri Jan 20 2012 00:00:00 GMT-0500 (EST),412,Single,ILLUMINA,epithelium,esc,43,SRX038965,26619,RNA-Seq_NS-4B
SRR094776,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),327,Single,ILLUMINA,cervix,hela,50,SRX038502,27799,GSM650475: HeLa_siSRSF1
SRR094746,Mon Nov 07 2011 08:24:33 GMT-0500 (EST),249,Single,ILLUMINA,umbilical cord,esc,55,SRX038874,29084,GSM652440: human_T24_RNA-seq
SRR094745,Mon Nov 07 2011 08:24:33 GMT-0500 (EST),350,Single,ILLUMINA,umbilical cord,esc,50,SRX038873,27444,GSM652439: human_T12_RNA-seq
SRR094744,Mon Nov 07 2011 08:24:33 GMT-0500 (EST),219,Single,ILLUMINA,umbilical cord,esc,55,SRX038872,29746,GSM652438: human_T0_RNA-seq
SRR094663,Tue Feb 07 2012 10:45:19 GMT-0500 (EST),843,Single,ABI_SOLID,blood vessel,huvec,35,SRX038819,21658,GSM651438: Hypoxic HUVEC_2
SRR094662,Tue Feb 07 2012 10:45:19 GMT-0500 (EST),872,Single,ABI_SOLID,blood vessel,huvec,35,SRX038818,21435,GSM651437: Normoxic HUVEC_2
SRR094661,Tue Feb 07 2012 10:45:19 GMT-0500 (EST),872,Single,ABI_SOLID,blood vessel,huvec,35,SRX038817,21434,GSM651436: Hypoxic HUVEC_1
SRR094660,Tue Feb 07 2012 10:45:19 GMT-0500 (EST),796,Single,ABI_SOLID,blood vessel,huvec,35,SRX038816,22089,GSM651435: Normoxic HUVEC_1
SRR094657,Tue Oct 11 2011 16:00:44 GMT-0400 (EDT),57,Single,ABI_SOLID,cervix,hela,35,SRX038813,35091,GSM653339: Small RNAs from HeLa cells expressing Mos inverted repeat (MosIR)
SRR094656,Tue Oct 11 2011 16:00:44 GMT-0400 (EDT),138,Single,ABI_SOLID,kidney,hek,35,SRX038812,31788,GSM653338: Small RNAs from HEK293 cells expressing Mos inverted repeat (MosIR)
SRR094600,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),3429,Single,ABI_SOLID,stem cell,esc,75,SRX038765,7184,GSM634766: Human ES cells replicate 2 - mRNA run 7
SRR094599,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),2260,Single,ABI_SOLID,stem cell,esc,75,SRX038764,14325,GSM634765: Human ES cells replicate 2 - mRNA run 6
SRR094598,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),1170,Single,ABI_SOLID,stem cell,esc,75,SRX038763,19661,GSM634764: Human ES cells replicate 2 - mRNA run 5
SRR094597,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),2373,Single,ABI_SOLID,stem cell,esc,75,SRX038762,13655,GSM634763: Human ES cells replicate 2 - mRNA run 4
SRR094596,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),2592,Single,ABI_SOLID,stem cell,esc,75,SRX038761,12154,GSM634762: Human ES cells replicate 2 - mRNA run 3
SRR094595,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),2504,Single,ABI_SOLID,stem cell,esc,75,SRX038760,12724,GSM634761: Human ES cells replicate 2 - mRNA run 2
SRR094594,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),2203,Single,ABI_SOLID,stem cell,esc,75,SRX038759,14632,GSM634760: Human ES cells replicate 2 - mRNA run 1
SRR094593,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),4274,Single,ABI_SOLID,stem cell,esc,35,SRX038758,4345,GSM634759: Human ES cells replicate 1 - mRNA run2
SRR094592,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),5458,Single,ABI_SOLID,stem cell,esc,35,SRX038757,2656,GSM634758: Human ES cells replicate 1 - mRNA run1
SRR094591,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),7141,Single,ABI_SOLID,stem cell,esc,75,SRX038756,1634,GSM634757: Human ES cells replicate 2 - cytosol polysome associated polysome fractionation - run2
SRR094590,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),4548,Single,ABI_SOLID,stem cell,esc,50,SRX038755,3811,GSM634756: Human ES cells replicate 2 - cytosol polysome associated polysome fractionation - run1
SRR094589,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),1713,Single,ABI_SOLID,stem cell,esc,35,SRX038754,16979,GSM634755: Human ES cells replicate 1 - cytosol polysome associated polysome fractionation - run2
SRR094588,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),979,Single,ABI_SOLID,stem cell,esc,35,SRX038753,20667,GSM634754: Human ES cells replicate 1 - cytosol polysome associated polysome fractionation - run1
SRR094587,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),8037,Single,ABI_SOLID,stem cell,esc,75,SRX038752,1276,GSM634753: Human ES cells replicate 2 - membrane polysome associated polysome fractionation - run2
SRR094586,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),5177,Single,ABI_SOLID,stem cell,esc,50,SRX038751,2920,GSM634752: Human ES cells replicate 2 - membrane polysome associated polysome fractionation - run1
SRR094585,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),1495,Single,ABI_SOLID,stem cell,esc,35,SRX038750,17859,GSM634751: Human ES cells replicate 1 - membrane polysome associated polysome fractionation - run2
SRR094584,Tue Jul 05 2011 13:25:14 GMT-0400 (EDT),918,Single,ABI_SOLID,stem cell,esc,35,SRX038749,21059,GSM634750: Human ES cells replicate 1 - membrane polysome associated polysome fractionation - run1
SRR094191,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),338,Single,ILLUMINA,cervix,hela,50,SRX038502,27602,GSM650475: HeLa_siSRSF1
SRR094190,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),381,Single,ILLUMINA,cervix,hela,50,SRX038502,27021,GSM650475: HeLa_siSRSF1
SRR094189,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),375,Single,ILLUMINA,cervix,hela,50,SRX038502,27097,GSM650475: HeLa_siSRSF1
SRR094188,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),396,Single,ILLUMINA,cervix,hela,50,SRX038502,26823,GSM650475: HeLa_siSRSF1
SRR094187,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),413,Single,ILLUMINA,cervix,hela,50,SRX038501,26603,GSM650474: HeLa_siSmB/B"
SRR094186,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),437,Single,ILLUMINA,cervix,hela,50,SRX038501,26245,GSM650474: HeLa_siSmB/B"
SRR094185,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),432,Single,ILLUMINA,cervix,hela,50,SRX038501,26322,GSM650474: HeLa_siSmB/B"
SRR094184,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),369,Single,ILLUMINA,cervix,hela,50,SRX038501,27174,GSM650474: HeLa_siSmB/B"
SRR094183,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),812,Paired,ILLUMINA,cervix,hela,100,SRX038500,21918,GSM650473: HeLa_siNT
SRR094182,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),797,Paired,ILLUMINA,cervix,hela,100,SRX038500,22081,GSM650473: HeLa_siNT
SRR094181,Wed Feb 09 2011 11:34:33 GMT-0500 (EST),804,Paired,ILLUMINA,cervix,hela,100,SRX038500,22015,GSM650473: HeLa_siNT
SRR094132,Mon Apr 04 2011 09:58:52 GMT-0400 (EDT),442,Single,ILLUMINA,umbilical cord,esc,35,SRX038451,26169,GSM651908: hCG+7
SRR094131,Mon Apr 04 2011 09:58:52 GMT-0400 (EDT),434,Single,ILLUMINA,umbilical cord,esc,35,SRX038450,26294,GSM651907: hCG+4
SRR094130,Mon Apr 04 2011 09:58:52 GMT-0400 (EDT),429,Single,ILLUMINA,umbilical cord,esc,35,SRX038449,26364,GSM651906: LH+7
SRR094129,Mon Apr 04 2011 09:58:52 GMT-0400 (EDT),429,Single,ILLUMINA,umbilical cord,esc,35,SRX038448,26363,GSM651905: LH+2
SRR091697,Tue Jul 05 2011 13:25:25 GMT-0400 (EDT),314,Single,ILLUMINA,stem cell,esc,36,SRX037950,27958,GSM651556: CD36_shBrg1_RNASEQ
SRR091696,Tue Jul 05 2011 13:25:25 GMT-0400 (EDT),234,Single,ILLUMINA,umbilical cord,esc,36,SRX037950,29441,GSM651556: CD36_shBrg1_RNASEQ
SRR091695,Tue Jul 05 2011 13:25:25 GMT-0400 (EDT),399,Single,ILLUMINA,stem cell,esc,35,SRX037950,26781,GSM651556: CD36_shBrg1_RNASEQ
SRR091694,Tue Jul 05 2011 13:25:25 GMT-0400 (EDT),226,Single,ILLUMINA,stem cell,esc,36,SRX037949,29594,GSM651555: CD36_shLuc_RNASEQ
SRR091693,Tue Jul 05 2011 13:25:25 GMT-0400 (EDT),202,Single,ILLUMINA,stem cell,esc,36,SRX037949,30073,GSM651555: CD36_shLuc_RNASEQ
SRR091692,Tue Jul 05 2011 13:25:25 GMT-0400 (EDT),385,Single,ILLUMINA,stem cell,esc,35,SRX037949,26979,GSM651555: CD36_shLuc_RNASEQ
SRR091691,Tue Jul 05 2011 13:25:25 GMT-0400 (EDT),355,Single,ILLUMINA,blood,cd34,36,SRX037948,27370,GSM651554: CD34_WT_RNASEQ
SRR091673,Wed Dec 21 2011 09:09:34 GMT-0500 (EST),178,Single,ILLUMINA,blood,other,18,SRX037934,30641,GSM652297: DGE_TALL_4
SRR091672,Wed Dec 21 2011 09:09:34 GMT-0500 (EST),105,Single,ILLUMINA,bone,other,17,SRX037933,33064,GSM652296: DGE_TALL_3
SRR091671,Wed Dec 21 2011 09:09:34 GMT-0500 (EST),148,Single,ILLUMINA,bone,other,18,SRX037932,31500,GSM652295: DGE_TALL_2
